,RecipeId,Name,CookTime,PrepTime,TotalTime,Description,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
72,199792,Sausage Balls With Honey Mustard Sauce,PT20M,PT15M,PT35M,Use as an appetizer. Do not over cook or they will get dry. You can use hot sausage if you want a little spicier balls.,< 60 Mins,"c(""Beginner Cook"", ""Easy"")","c(""3"", ""1"", ""1"", ""1"", ""1/2"", ""1/2"", ""1"", ""1/3"", ""1/4"", ""1/2"", ""3"", ""6"", ""1"")","c(""Bisquick"", ""American cheese"", ""sausage"", ""salt"", ""black pepper"", ""mayonnaise"", ""prepared mustard"", ""honey"", ""onion"", ""Tabasco sauce"", ""Worcestershire sauce"", ""celery seed"")",952.1,60.3,18.5,85.8,3604.8,82.4,3.0,26.6,21.5,,5 Dozen,"c(""Sausage Balls."", ""Preheat the oven to 350°F"", ""Spray a cookie sheet with cooking spray."", ""Combine First six ingredients in a large glass bowl."", ""Mix well with your fingers."", ""The mixture will be very crumbly."", ""Form into 1 inch balls, squeezing the mixture so it holds together, then rolling it between the palms of your hands to form balls."", ""Place the balls on the cookie sheet."", ""Bake for 18 to 20 minutes or until golden brown."", ""To prevent sticking, move the balls with a spatula halfway through cooking."", 
""Sauce."", ""Mix Last 7 Ingredients together."")"
73,373915,Vegetable Souffles,PT25M,PT20M,PT45M,Make and share this Vegetable Souffles recipe from Food.com.,< 60 Mins,,"c(""1"", ""1"", ""2"", ""2"", ""3"", ""1"", ""4"", NA, ""1"", NA)","c(""milk"", ""bay leaf"", ""butter"", ""flour"", ""peas"", ""cheese"", ""gruyere"", ""fresh herb"", ""parmesan cheese"")",79.2,5.6,3.1,82.7,65.6,3.2,0.1,0.2,3.9,8.0,,"c(""Butter 8 ramekins or one 4 cup/1-litre baking dish or soufflé dish and dust, if you like, with grated Parmesan."", ""Heat the oven to 400°F/200°C"", ""Bring a large kettle to the boil."", ""Heat the milk with the bay leaf, cover, and leave to infuse off the heat 10 minutes. Remove the bay leaf."", ""In a small saucepan, melt the butter, whisk in the flour, and cook the mixture 1 minute."", ""Whisk in the milk and cook, stirring constantly, until the mixture coats a spoon, a matter of minutes."", ""Whisk the yolks in a bowl and whisk in the hot béchamel a bit at a time . Remove from the heat and whisk in the vegetable purée and cheese. Season very highly."", 
""Beat the whites to stiff peaks."", ""Stir some of the whites into the vegetable base to loosen it up."", ""Then pour the vegetable mixture over the remaining whites and fold together gently."", ""Spoon into the baking dishes. Run a finger around the edge so they’ll rise evenly."", ""Place the ramekins in the bain-marie. Pour water into the bain-marie."", ""Bake until puffed high and golden on top, but still creamy in the centre, 15 to 25 minutes."", ""Remove from the water bath and serve immediately."", ""."")"
74,379173,"Pasta, Zucchini, and Basil With Cream",PT15M,PT30M,PT45M,"Make and share this Pasta, Zucchini, and Basil With Cream recipe from Food.com.",< 60 Mins,,"c(""2"", ""2"", ""1"", ""4"", ""1 1/4"", ""1/4"", NA, NA, ""1"", ""1/4"")","c(""butter"", ""extra virgin olive oil"", ""zucchini"", ""garlic cloves"", ""heavy cream"", ""fresh basil leaf"", ""salt"", ""black pepper"", ""dry pasta"", ""parmesan cheese"")",840.4,43.8,23.1,122.7,182.6,92.4,5.1,4.2,20.5,4.0,,"c(""Melt butter with olive oil in a skillet."", ""Add in zucchini and garlic; cook/stir often over medium heat, until just golden, 5-10 minutes."", ""Decrease heat to med-low; add in cream; simmer gently until just thickened, 2 minutes."", ""Add in basil with salt and pepper to taste."", ""Meanwhile, cook pasta in a large pot of boiling, salted water until al dente; drain."", ""Add pasta with parmesan to the hot sauce."", ""Toss well to coat; serve immediately with extra parmesan."")"
75,357675,Brown Sauce Variation,PT10M,PT20M,PT30M,Make and share this Brown Sauce Variation recipe from Food.com.,< 30 Mins,,"c(""2"", ""3"", ""4"", ""1"", ""14 1/2"", ""2"", ""1/2"", ""1"")","c(""boneless chicken breasts"", ""garlic cloves"", ""soy sauce"", ""brown sugar"", ""chicken broth"", ""cornstarch"")",439.1,22.6,5.2,92.8,2798.1,18.3,0.5,7.9,38.7,2.0,,"c(""Lightly brown chicken breasts in a small amount of oil."", ""Remove from pan and add garlic, soy sauce, brown sugar and 1 cup chicken broth."", ""Stir to mix and return chicken to pan and cover."", ""Simmer for a few minutes until the chicken is done (15-20 minutes)."", ""Remove chicken again and add remaining broth, which has been mixed with cornstarch."", ""Bring to a boil to thicken and return chicken to the pan, coating it well."")"
76,254573,Cordon Bleu Melts,PT15M,PT15M,PT30M,An appetizer version of the popular main dish.  These could be frozen prior to baking and pulled from the freezer as needed.,< 30 Mins,"c(""For Large Groups"", ""Easy"")","c(""1"", ""3/4"", ""1"", ""8"", ""1"", ""1"")","c(""deli ham"", ""green onion"", ""cream cheese"", ""Dijon mustard"", ""swiss cheese"")",126.1,6.3,3.7,18.6,212.4,12.5,0.7,0.2,4.7,20.0,,"c(""Preheat oven to 350 degrees."", ""Combine ham, green onion, cream cheese and mustard.  Stir in 3/4 cup of the swiss cheese."", ""Place 1-2 T of ham mixture on each of the bread slices, spreading mixture to the edges of the bread."", ""Sprinkle remaining cheese over each slice."", ""Bake 15-18 minutes."")"
77,173580,Spinach Salad With Maple Dressing,,PT20M,PT20M,Make and share this Spinach Salad With Maple Dressing recipe from Food.com.,< 30 Mins,,"c(""8"", ""2"", ""1"", ""1/4"", ""1/4"", ""3/4"", ""1"", ""1"", ""3/4"", ""3"", ""1/2"")","c(""spinach"", ""bacon"", ""apple"", ""cheddar cheese"", ""mozzarella cheese"", ""mayonnaise"", ""lemon juice"", ""vinegar"", ""granulated sugar"", ""pure maple syrup"", ""parsley"")",326.5,16.0,4.2,21.4,361.4,43.7,1.4,35.5,4.5,,,"c(""Maple Dressing:  Mix all ingredients and blend until smooth."", ""Trim and wash and dry spinach."", ""Tear spinach into bite sized pieces."", ""Place spinach in salad bowl and toss with dressing."", ""Add bacon, cheese and apples."", ""Toss lightly."", ""Serve."")"
78,320141,Sweet and Spicy Salsa,,PT20M,PT20M,"This is my new favorite salsa recipe.  When you first taste it, it's sweet and then the spice hits you.  Instead of the fresh tomatoes you can use whole, canned tomatoes.",< 30 Mins,"c(""For Large Groups"", ""Easy"")","c(""1/3"", ""32"", ""8"", ""1"", ""1"", ""1"", ""2"", ""1/3"", ""1"", ""4"")","c(""roma tomatoes"", ""tomato sauce"", ""onion powder"", ""chili powder"", ""brown sugar"", ""onion"", ""green chilies"")",42.1,0.2,0.0,0.0,87.4,10.1,1.3,7.8,1.0,15.0,,"c(""Place the ingredients in a blender in the order given - jalapenos on the bottom, tomatoes next, etc."", ""Pulse for one second at at time."", ""Take a wooden spoon and mix ingreditents then pulse again until blended, but not too long where it will turn to liquid."", ""Serve with tortilla chips and enjoy!"")"
79,309712,Barbecued Pork Steaks,PT21M,PT5M,PT26M,My family really loved these pork steaks. We thought these were so yummy. When I made these I made them on my indoor grill. I got the recipe from Tops Market courtesy of the National Pork Board.,< 30 Mins,"""Easy""","c(""4"", ""1/2"", ""1/3"", ""1"", ""1"", ""1/2"")","c(""barbecue sauce"", ""honey"", ""Worcestershire sauce"", ""prepared mustard"")",112.5,0.6,0.1,0.0,304.5,28.1,0.5,24.8,0.7,4.0,4 pork steaks,"c(""Stir together barbecue sauce, honey, worchestershire sauce, garlic salt and mustard in a small bowl."", ""Place steaks on grill about 4\"" above medium slow coals. Cook about 8 minutes on each side. Brush steaks with sauce and continue cooking 5 minutes more. Turning and brushing with sauce."")"
80,17711,Chili Cheese Jubilee,PT30M,PT25M,PT55M,Make and share this Chili Cheese Jubilee recipe from Food.com.,Cheese,"c(""Meat"", ""< 60 Mins"", ""Oven"")","c(""1"", ""2"", ""1"", ""1"", ""1"", ""1/2"", ""2"", ""1"", ""1"", ""4 -6"", ""1 1/2"", ""3/4"")","c(""ground beef"", ""butter"", ""margarine"", ""onion"", ""tomato sauce"", ""water"", ""eggs"", ""monterey jack cheese"", ""sour cream"", ""cheddar cheese"")",720.4,55.5,27.5,216.4,717.3,26.9,2.3,3.2,29.9,6.0,,"c(""Brown the ground beef until crumbly, drain and set aside."", ""Melt butter in skillet."", ""Add onion; saute until tender."", ""Add tomato sauce, seasoning mix, and water; simmer 5 minutes."", ""Beat eggs slightly; add light cream (or milk)."", ""Mix well."", ""Remove tomato-chili sauce from heat; add egg-cream mixture slowly, stirring constantly."", ""Place 1/2 corn chips into the bottom of a 2 quart casserole; top with 1/2 of meat."", ""Add layer of jack cheese; cover with 1/2 tomato-chili sauce."", ""Repeat layers."", 
""Frost the top with the sour cream."", ""Sprinkle with grated cheese."", ""Bake in 325 degree oven for 25 to 30 minutes."")"
81,531524,Broccoli Smoked Gouda Soup,PT30M,PT10M,PT40M,Make and share this Broccoli Smoked Gouda Soup recipe from Food.com.,Cheese,"c(""Vegetable"", ""< 60 Mins"")","c(""2"", ""1/2"", ""4"", ""3"", ""24"", ""1"", ""4"", ""1/2"", ""2"")","c(""olive oil"", ""onion"", ""garlic cloves"", ""flour"", ""broccoli"", ""russet potato"", ""reduced-sodium chicken broth"", ""half-and-half"", ""smoked gouda cheese"")",258.0,14.0,6.8,37.8,305.8,21.8,3.7,3.0,13.9,8.0,,"c(""Heat olive oil in a large pot on medium heat. Saute onions until they start to turn translucent, about 5 minutes. Add garlic and heat for another minute will stirring constantly. Stir in flour and cook for another minute while stirring constantly."", ""Stir in chopped broccoli and potato, making sure to coat all pieces with the sauteed onion, garlic, and flour mixture."", ""Add chicken broth and bring to a boil. Lower to medium heat and cook for another 20 minutes, or until broccoli and potato pieces soften. Stir in half-and-half."", 
""Transfer everything to a blender and blend until smooth."", ""Return pureed mix to the pot. Stir in shredded gouda, Serve immediately."")"
82,445544,Mushroom and Brie Bisque,PT30M,PT15M,PT45M,I just had a wonderful soup for lunch and was trying to find a recipe to recreate it. Got this from another site but I think with some &quot;doctoring&quot; it just might do it!,Cheese,"c(""Vegetable"", ""Very Low Carbs"", ""< 60 Mins"", ""Easy"")","c(""1/2"", ""1 1/2"", ""10"", ""16"", NA)","c(""fresh mushrooms"", ""chicken broth"", ""sour cream"", ""pepper"")",562.8,46.9,28.6,123.5,1656.8,8.7,0.6,2.5,27.5,4.0,,"c(""1. Cut mushrooms into small pieces."", ""2. Cut Brie into several pieces."", ""3. Place water and bouillion or broth in large sauce pan. Add mushrooms, Brie, and pepper. Heat until bubbling but not boiling then reduce heat to medium and simmer for 20 minutes."", ""4. Using an immersable blender (or regular b lender) blend contents from saucepan until smooth."", ""5. In a bowl, combine sour cream and 2 large spoonfuls of hot liquid, stir until blended, repeat."", ""6. Add sour cream mixture to remaining hot liquid while the belnder is running."", 
""7. Return contents of blender to sauce pan and heat on low heat for 5 minutes and then serve."", ""Optional: Additional ingrediaents such as chicken, broccoli, etc. can be added after blending if fully cooked."")"
83,26330,Pasta with Gorgonzola and Sweet Onion,PT20M,PT10M,PT30M,"If you are like me, adjust the garlic up to suit your taste, but I have posted the recipe the way I got it originally. Nice quick &amp; easy recipe.",Cheese,"c(""European"", ""< 30 Mins"", ""Stove Top"", ""Easy"")","c(""1"", ""1/4"", ""2"", ""2"", ""2"", ""4"")","c(""spaghetti"", ""olive oil"", ""sweet onions"", ""garlic"", ""gorgonzola"")",1363.6,46.9,15.0,42.6,816.8,189.3,9.9,15.2,43.8,,,"c(""Bring a large pot of lightly salted water to a boil."", ""Add pasta, and cook for 8 to 10 minutes or until al dente; drain."", ""Heat oil in a large skillet over medium high heat."", ""Saute onions until golden brown, about 10 minutes."", ""Stir in garlic, and cook for 2 minutes."", ""Remove from heat, and stir in balsamic vinegar."", ""In a large bowl, combine pasta, onion mixture, and Gorgonzola."", ""Toss until evenly coated, and cheese is melted."")"
84,329890,Creamy Ricotta Cheese (Homemade),PT3H,PT0S,PT3H,"I just found this in Food &amp; Wine magazine, and HAD to try it. WOW! It's so much better than even the freshest ricotta you can get out there...and SO easy to make- try it!",Cheese,"c(""European"", ""Low Protein"", ""< 4 Hours"", ""Easy"")","c(""2"", ""1"", ""3"", ""1/2"")","c(""heavy cream"", ""white vinegar"", ""kosher salt"")",577.5,43.3,26.1,148.9,515.5,28.8,0.0,28.3,19.0,,3 1/2 cups,"c(""Combine the milk and cream in a pot over medium high heat. Using an instant-read thermometer, warm the milk until it reaches 185 degrees (the surface will become foamy)."", ""DO NOT LET THE MILK BOIL."", ""Remove the pot from the heat and add the vinegar. Stir gently for 30 seconds (the mixture will curdle almost immediately)."", ""Add salt and stir another 30 seconds. Cover the pot with a towel and let stand at room temp for about 2 hours."", ""Line a large colander with a few layers of cheesecloth (allow for some overhang). Set the colander over a large bowl or over the sink."", 
""Transfer the curds to the colander with a slotted spoon."", ""Gather up the corners of the cheesecloth and secure with twine or a rubber band."", ""Let the ricotta stand for about 30 minutes, occasionally gently pressing and squeezing the whey out of the cheesecloth."", ""Transfer the ricotta to a bowl or use immediately."")"
85,349144,Sundae Brownie Pie,PT30M,PT10M,PT40M,Easy pie to make and it is always a hit at company functions. Everybody always asks me for the recipe once they have tried it.,Pie,"c(""Dessert"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""2"", ""1"", ""1/2"", ""1/2"", ""1/3"", ""1/4"", ""1"", ""1/2"", ""1/2"")","c(""eggs"", ""sugar"", ""butter"", ""all-purpose flour"", ""salt"", ""vanilla"")",475.0,28.2,12.0,83.4,347.4,52.2,3.1,31.3,6.5,,1 pie,"""Bake frozen pie crust as directed beforehand. Mix together the first seven ingredients. Stir in the chips and nuts and pour in pie shell. Bake at 375 degrees for 30-35 minutes."""
86,197685,Peanut Butter Proposal Pie,,PT15M,PT15M,This pie won the 2006 First Place ribbon in the Peanut Butter Category of the 2006 National Pie awards.  The recipe was provided by Raine Gottess.,Pie,"c(""Dessert"", ""Fruit"", ""Nuts"", ""< 15 Mins"")","c(""18"", ""3 1/2"", ""12"", ""1 1/2"", ""1"", ""1"", ""8"", ""4"", ""1/4"", ""1"", ""6"")","c(""butter"", ""cream cheese"", ""powdered sugar"", ""milk"", ""vanilla"", ""Cool Whip"", ""brown sugar"", ""creamy peanut butter"", ""Cool Whip"")",6508.9,445.5,219.3,484.7,3736.5,563.7,20.8,452.1,114.5,,1 pie,"c(""Crust:."", ""Mix together in a bowl until moist and press into 10 inch deep pie pan, freeze 10 minutes to firm."", ""Layer 1:."", ""In a mixer, beat all ingredients until blended and spread 1/2 mixture over the crust."", ""Layer 2:."", ""Place chopped Peanut Butter cups over layer 1 and freeze 5 minutes."", ""Layer 3:."", ""Take remaining mixture from layer 1 and mix rest of ingredients with mixer, blending well.  Spread over filling."", ""Decorate with Cool Whip over pie and add a sprinkle of crushed peanuts and chopped peanut butter cups."", 
""Refrigerate 8 hours before serving."")"
87,267669,Chocolate Truffle Dessert,PT35M,PT10M,PT45M,Make and share this Chocolate Truffle Dessert recipe from Food.com.,Pie,"c(""Dessert"", ""Low Protein"", ""Christmas"", ""< 60 Mins"")","c(""10"", ""1/2"", ""4"", ""1/2"", ""1/4"", ""1/4"", NA)","c(""heavy whipping cream"", ""eggs"", ""granulated sugar"", ""flour"", ""powdered sugar"")",268.0,14.9,8.4,100.9,35.7,33.8,1.8,28.6,4.3,10.0,,"c(""Combine chocolate squares and whipping cream in a glass bowl and microwave on high for 2 minutes. Stir until chocolate is completely melted. Let cool slightly."", ""Add in eggs, granulated sugar, and flour. Beat until well blended."", ""Pour into a greased 9\"" pie plate."", ""Bake at 325 for 35 minutes. Pie should be puffed on the outside and center slightly soft. Remove from oven and cool."", ""Sift powdered sugar over the top."", ""When ready to serve, dollop some whipped cream on each slice."")"
88,97365,Moo-less Chocolate Pie,PT2H,PT10M,PT2H10M,This is from Alton Brown on the Food Network. Very Yummy and very easy to make! Cooking time is for chilling pie.,Pie,"c(""Dessert"", ""< 4 Hours"", ""Easy"")","c(""2"", ""1/3"", ""1"", ""1"", ""1"", ""1"")","c(""chocolate chips"", ""silken tofu"", ""vanilla extract"", ""honey"")",412.8,22.6,9.5,0.3,195.3,49.0,3.0,35.6,5.4,8.0,,"c(""Over a double boiler or in a microwave, melt the chocolate and coffee liqueur together, stir in vanilla."", ""Combine the tofu, chocolate mixture, and honey in a blender jar, liquefy until smooth."", ""Pour the filling into the crust and refrigerate for 2 hours, or until the filling is set."")"
89,314774,4th Generation Homemade Cherry Pie,PT30M,PT45M,PT1H15M,"This is a from scratch recipe. It takes me 45 min to put it together, but I've been making it since I was 7. It may take you somewhat longer, but it is very worth it! Especially with some vanilla ice cream on the side. My grandmother first got this recipe from her mother who got it off of an old crisco container. (That right there should tell you how good it is!) I love cherry pie, but I can't stand those super sweet one with the bing cherry filling. This is just right balance of tart and sweet. And with the homemade crust it practically melts in your mouth. Hope you all enjoy!",Pie,"c(""Dessert"", ""Cherries"", ""Fruit"", ""Low Protein"", ""< 4 Hours"")","c(""2"", ""1"", ""1/2"", ""1/8"", ""2"", ""1/4"", ""2"", ""1"", ""3/4"", ""5 -6"")","c(""cherries"", ""granulated sugar"", ""unsifted flour"", ""salt"", ""butter"", ""flour"", ""salt"", ""shortening"", ""water"")",662.9,30.2,9.0,10.2,471.6,94.3,4.2,50.4,6.8,,1 pie,"c(""Preheat oven to 425 degrees."", ""To Make Pie Crusts:"", ""Combine flour and salt in medium sized bowl."", ""Cut in shortening with pastry cutter until mixture resembles little round pieces of dough."", ""Add your tablespoons of water one at a time, stirring together with a fork."", ""Form dough into 2 balls."", ""Between two sheets of wax paper, roll out one ball of dough to the width and length of an average pie dish. It should be about 1/8 of an inch thick when completely rolled out. Carefully remove top wax sheet, and flip bottom wax sheet with pie crust onto your pie dish,(with the pie crust facing inside of your pie dish)."", 
""Carefully remove wax sheet, and press pie crust into your pie dish."", ""Roll out your second ball of dough for the top pie crust."", ""Pour in your filling when done into the pie crust."", ""Take your second pie crust for the top, peel off the top wax paper  and place (pie crust down) on your pie, carefully peeling back the bottom piece of the wax paper."", ""Pinch edges together, use a fork to create a decorative edge."", ""Poke holes with a fork into the top of the crust."", ""Bake at 425 degrees until crust is golden brown."", 
""To Make Filling:"", ""Drain cherries, reserve 1 cup of cherry liquid. Set cherries aside to stir in later."", ""Combine sugar, flour and salt in medium sized saucepan."", ""Stir in reserved cherry liquid."", ""Bring to a boil while stirring continously with a whisk."", ""When sauce is thick, reduce heat to a simmer."", ""Simmer for 5 min, still stirring."", ""Stir in butter and almond extract, and the cherries that you drained the liquid from. Do this with a spoon, so the cherries don't tear."", ""Remove from heat.""
)"
90,207679,Chocolate 'n Oat Bars,PT35M,PT10M,PT45M,Make and share this Chocolate 'n Oat Bars recipe from Food.com.,Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""Kid Friendly"", ""< 60 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""1"", ""1"", ""3/4"", ""1/2"", ""1"", ""1"", ""1"")","c(""unsifted flour"", ""quick-cooking oats"", ""light brown sugar"", ""butter"", ""margarine"", ""sweetened condensed milk"")",141.8,7.1,3.4,10.5,60.1,18.6,0.9,13.2,2.5,,36 bars,"c(""Preheat oven to 350F(325F for glass dish)."", ""In large bowl, combine flour, oats, sugar and margarine; mix well. Reserving 1/2 cup oat mixture, press remainder on bottom of 13 x 9 inch baking pan."", ""Bake 10 minutes.  Pour sweetnened condensed milk evenly over crust.  Sprinkle with nuts and chocolate chips.  Top with remaining oat mixture; press down firmly."", ""Bake 25-30 minutes or until lightly browned."", ""Cool."", ""Cut into bars."", ""Store covered at room temperature."")"
91,361092,P M S Pie,PT1H,PT15M,PT1H15M,A large chocolate chip cookie in a graham cracker crust.  Gooey and rich.  satisfies those sweet chocolate cravings.,Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 4 Hours"")","c(""3/4"", ""1/2"", ""1/2"", ""2"", ""1/2"", ""1"", ""1"")","c(""margarine"", ""sugar"", ""brown sugar"", ""eggs"", ""flour"", ""chocolate chips"", ""graham cracker pie crust"")",364.9,21.4,5.8,35.2,263.7,43.2,1.3,32.5,3.1,12.0,,"c(""Melt butter."", ""Preheat oven to 350 degrees."", ""In a large bowl, combine sugars and dggs."", ""Mix in flour and stir until creamy."", ""Add cooled margarine and stir well."", ""Add chocolate chips."", ""pour into piecrust."", ""bake for 1 hour."", ""Let cool and cut."")"
92,131282,Chocolate Peanut Butter Bars,PT30M,PT10M,PT40M,"We all loved this one! It has the texture of a brownie, but the taste of a peanut butter chocolate chip cookie. My kids both helped me make it and eat it!",Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""< 60 Mins"", ""Easy"")","c(""1"", ""6"", ""1 1/4"", ""3"", ""1"", ""1"", ""1/4"", ""2"")","c(""creamy peanut butter"", ""butter"", ""sugar"", ""eggs"", ""vanilla extract"", ""all-purpose flour"", ""salt"")",85.1,4.8,1.7,17.3,52.4,9.0,0.4,6.3,2.1,,48 bars,"c(""Preheat oven to 350 degrees. In a large mixer bowl, beat the peanut butter and butter until smooth, about 1 minute. Add the sugar, eggs and vanilla, and beat until creamy. Blend in the flour and salt. Stir in 1 cup of the chocolate chips and spread into an ungreased 13x9 inch baking pan. Bake for about 25-30 minutes, or until edges begin to brown."", ""Immediately sprinkle the remaining morsels over the cookie layer. Either let sit 5 minutes, or put back in the oven for 1 minute, until the morsels become shiny and soft. Spread the rest of the chocolate chips evenly over the top. Cool completely and serve. Enjoy!""
)"
93,87056,Easy Chocolate Turtle Bars,PT15M,PT10M,PT25M,Make and share this Easy Chocolate Turtle Bars recipe from Food.com.,Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""Sweet"", ""< 30 Mins"", ""For Large Groups"", ""Beginner Cook"", ""Easy"")","c(""2"", ""1"", ""1"", ""1"", ""1"")","c(""graham cracker crumbs"", ""butter"", ""margarine"", ""chocolate chips"", ""pecan pieces"", ""pecans"")",234.6,15.9,7.8,20.5,154.7,24.9,1.6,10.1,1.8,24.0,,"c(""Preheat oven to 350°. Grease a 9x13 pan. Melt butter and mix with graham cracker crumbs."", ""Press crumb mixture into bottom of pan."", ""Sprinkle chocolate chips over crumb mixture."", ""Top with entire jar of caramel sauce."", ""Arrange pecan pieces or whole pecans over caramel sauce."", ""Put in oven for 15-20 minutes until chips melt."", ""Remove from oven, cool and cut."")"
94,93469,Microwave Chocolate Chip Bars,PT5M,PT10M,PT15M,I was surprised to find that I could make these bars in the microwave. This comes in handy during the summer when you don't want to heat up the house. The recipe is from Taste of Home magazine and is credited to Shirley Glaab.,Bar Cookie,"c(""Dessert"", ""Cookie & Brownie"", ""Kid Friendly"", ""Microwave"", ""< 15 Mins"", ""Easy"")","c(""1/2"", ""3/4"", ""1"", ""1"", ""1"", ""1 1/4"", ""1/2"", ""1/8"", ""1"", ""1/2"")","c(""butter"", ""margarine"", ""brown sugar"", ""egg"", ""milk"", ""vanilla extract"", ""flour"", ""baking powder"", ""salt"", ""walnuts"")",181.6,9.3,5.6,28.6,80.6,24.3,0.9,15.7,1.9,,16 bars,"c(""In a mixing bowl, cream butter and brown sugar."", ""Add egg, milk and vanilla; mix well."", ""Combine flour, baking powder and salt; add to creamed mixture."", ""Stir in 1/2 cup chocolate chips and walnuts (if using)."", ""Spread into greased 8-inch square microwave-safe dish."", ""Sprinkle with remaining chocolate chips."", ""Microwave, uncovered, on high for 5 minutes or until bars test done, rotating a quarter turn each minute."", ""Cool before cutting."")"
95,9682,Spicy Vegetarian Chili,PT45M,PT0S,PT45M,Make and share this Spicy Vegetarian Chili recipe from Food.com.,Low Protein,"c(""Low Cholesterol"", ""Healthy"", ""< 60 Mins"")","c(""1"", ""1"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""3"", ""2"", ""1"", ""1/4"", ""1/8"")","c(""onion"", ""red bell pepper"", ""green bell pepper"", ""mustard seeds"", ""chopped tomatoes"", ""canned kidney beans"", ""canned pinto beans"", ""mushroom"", ""carrots"", ""jalapeno chiles"", ""Contadina tomato paste"", ""chili powder"", ""ground cumin"", ""ground cinnamon"")",124.1,2.9,0.5,0.0,318.4,21.2,6.9,7.3,5.7,8.0,,"c(""In a heavy large pot heat oil over medium-high heat."", ""Cook onion and red and green bell peppers until soft and golden for about 5 minutes."", ""Add mustard seeds and cook for 1 minute, stirring often."", ""Add tomatoes (undrained), kidney beans, pinto beans, mushrooms, carrots, jalapeno, tomato paste, chili powder, cumin, cocoa and cinnamon."", ""Stir well."", ""Reduce heat and simmer, uncovered, for about 40 minutes, or until thickened; stirring occasionally."", ""Serve warm."")"
96,498784,Brown Sugar Cure,,PT30M,PT30M,Make and share this Brown Sugar Cure recipe from Food.com.,Low Protein,"c(""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""For Large Groups"", ""Easy"")","c(""50"", ""18"", ""36"", ""13"", ""28"", ""5"")","c(""brown sugar"", ""kosher salt"", ""fresh coarse ground black pepper"", ""red pepper flakes"", ""fennel seeds"", ""dill"")",310.6,0.8,0.1,0.0,10582.5,78.8,2.4,73.6,1.1,,30-35 salmon sides,"""Combine everything in a large bowl. Mix well. Apply generously to a whole salmon side. Refrigerate salmon overnight. The sugar will melt into the fish."""
97,463731,Honey Whipped Cream,PT15M,PT15M,PT30M,"This is a wonderful complement to many desserts, like the Honey Pumpkin Pie, or the Honey Gingerbread. It is easy to make, with just a few ingredients, and you can customize it a bit by using orange or almond flavoring instead of vanilla. I used Southern Belle Honey when I made this and the peachiness was a nice touch. Fireweed Honey would provide a bit of butteriness to the mix. For something a bit different, you can try Meadowfoam Honey or MeadowMaple Honey, with their natural marshmallow or maple/marshmallow taste.",Low Protein,"c(""< 30 Mins"", ""Easy"")","c(""1"", ""3"", ""1"")","c(""heavy whipping cream"", ""honey"", ""vanilla"")",128.1,11.0,6.8,40.8,11.7,7.4,0.0,6.6,0.6,8.0,1 jar,"c(""Beat whipping cream until it starts to thicken."", ""Add honey and vanilla."", ""Continue beating until topping reaches desired consistency."")"
98,422691,Mashed Parships With Lemon and Herbs,PT15M,PT15M,PT30M,"From Fine Cooking magazine, Fresh &amp; Quick edition. This rustic mash is just as rich and satisfying as the best mashed potatoes you’ve ever had. These mashed parsnips are recommended with broiled fish or roast chicken.",Low Protein,"c(""< 30 Mins"", ""Easy"")","c(NA, ""2"", ""1/2"", ""2"", ""1"", ""1"", ""1"")","c(""kosher salt"", ""parsnips"", ""creme fraiche"", ""unsalted butter"", ""lemon"", ""lemon juice"", ""fresh herb"")",330.5,17.5,10.6,56.0,35.7,45.0,12.4,11.1,3.7,4.0,,"c(""Bring a large pot of salted water to a boil.  Add the parships and cook until tender when pierced with a fork, 12 to 15 minutes. Drain the parsnips in a colander and let them steam under a clean kitchen towel for about 5 minutes."", ""Return the parsnips to the pot and mash them with a potato masher, keeping them rather rough. Stir in the crème fraiche, butter, lemon zest and lemon juice. Season to taste with salt and pepper. Transfer to a warm serving bowl, sprinkle with the chopped herbs, and serve.""
)"
